"","Acacia groupe I","Acacia groupe III","Acalypha","Acanthaceae undiff.","Achyranthes-type aspera","Aerva-type lanata","Aeschynomene baumii-type","Alangium chinense","Alchornea","Alstonia-type boonei","Amaranthaceae/Chenopodiaceae undiff.","Anisotes","Anogeissus-type leiocarpus","Anthocleista","Anthospermum","Antidesma-type venosum","Apocynaceae undiff.","Asteraceae undiff.","Balanites rotundifolia-type","Bersama abyssinica-type","Blighia unijugata-type","Bombax costatum-type","Borassus-type aethiopum","Bridelia ferruginea-type","Caesalpiniaceae undiff.","Campylospermum","Carapa-type procera","Caryophyllaceae undiff.","Cassia-type","Cassia-type italica","Ceiba pentandra","Celastraceae undiff.","Celastraceae/Hippocrateaceae undiff.","Celtis","Chaetacme aristata","Cissus quadrangularis-type","Clematis-type","Combretaceae undiff.","Combretaceae/Melastomataceae undiff.","Combretum-type molle","Commelina-type benghalensis","Commiphora africana-type","Cordia platythyrsa-type","Croton-type","Cucurbitaceae undiff.","Cussonia","Cyathula-type orthacantha","Cyperaceae undiff.","Cyphostemma-type cyphopetalum","Diospyros","Dombeya-type","Ekebergia-type capensis","Elaeis guineensis","Elaeophorbia-type","Entada-type","Euphorbiaceae undiff.","Fabaceae undiff.","Ficus","Flueggea virosa-type","Ganophyllum-type giganteum","Garcinia granulata-type","Gardenieae undiff.","Grewia-type","Hagenia abyssinica","Harungana madagascariensis-type","Heliotropium steudneri-type","Holoptelea grandis","Hymenocardia","Hymenodictyon-type floribundum","Undetermined","Indigofera","Iodes","Irvingia-type gabonensis","Isoberlinia-type","Justicia-type flava","Klaineanthus gaboniae","Lamiaceae undiff.","Lannea-type","Leucas-type","Lophira lanceolata-type","Lygodium microphyllum","Macaranga-type","Mallotus-type oppositifolius","Mansonia altissima-type","Margaritaria discoidea","Meliaceae undiff.","Mimulopsis-type","Mitragyna-type inermis","Moraceae undiff.","Morelia senegalensis","Myrianthus-type arboreus","Myrica","Myrtaceae undiff.","Nymphaea lotus-type","Olea capensis-type","Olea europaea-type","Ozoroa-type","Pancovia-type bijuga","Parinari-type","Paullinia pinnata","Pausinystalia-type macroceras","Pavetta gardeniifolia-type","Phyllanthus-type","Phyllanthus-type nummulariifolius","Piptadeniastrum-type africanum","Poaceae undiff.","Podocarpus","Polyscias fulva-type","Protea-type","Psydrax-type schimperiana","Pteridium-type aquilinum","Pteridophyta undiff.","Pycnanthus angolensis-type","Raphia","Raphiostylis","Rauvolfia","Ricinus communis","Rubiaceae undiff.","Rubus pinnatus-type","Sapotaceae undiff.","Schefflera myriantha-type","Scottelia klaineana-type","Sorindeia-type juglandifolia","Monoletes undiff.","Triletes undiff.","Sterculia-type","Syzygium-type","Tacazzea-type apiculata","Tapinanthus-type","Tetrapleura tetraptera-type","Tetrorchidium","Thymelaeaceae undiff.","Trema-type orientalis","Trichilia-type","Trilepisium-type madagascariensis","Triplochiton scleroxylon-type","Uapaca","Vepris-type","Vernonieae undiff.","Vitex-type","Wahlenbergia-type","Withania-type somnifera","Zanha golungensis-type"
"82",0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,7,0,0,0,0,54,2,0,2,0,0,3,2,0,0,0,0,2,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,52,3,0,0,0,0,1,0,0,0,0,1,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,420,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,18,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,61,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,5,0,0,383,0,0,1,0,0,0,0,0,0,0,0,0,9,1,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,29,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,6,0,0,0,0,81,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,0,0,1,4,0,0,3,0,0,351,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",1,0,1,0,0,18,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,67,9,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,3,1,1,0,6,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,0,0,0,39,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,76,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,3,1,0,0,4,0,0,2,0,0,368,0,0,0,0,0,0,0,1,0,0,0,0,11,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,0,0,0,28,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,85,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,6,0,2,0,0,1,6,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,11,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,1,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,3,0,0,0,0,85,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,2,0,4,0,0,1,0,0,0,3,0,3,0,0,1,5,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,11,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,82,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0,23,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,1,0,1,5,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",0,0,0,0,0,18,0,0,2,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,88,0,0,0,0,0,1,0,0,0,0,0,15,0,0,1,0,0,0,0,6,0,0,1,0,0,0,3,1,2,0,0,0,2,0,0,0,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,23,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,78,2,0,1,0,0,2,0,0,0,0,0,9,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,0,0,0,24,0,6,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,5,0,0,0,0,61,1,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,1,0,0,5,0,0,1,0,0,0,3,0,4,0,0,1,2,0,0,3,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",1,0,0,0,0,36,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,89,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,1,0,0,0,0,0,6,0,1,0,0,0,5,0,0,1,0,0,341,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",1,0,0,0,0,42,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,1,5,0,0,0,0,0,0,6,0,2,0,0,0,6,0,0,0,0,0,352,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",1,0,0,0,0,9,0,6,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,9,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,6,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,87,1,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0,0,0,0,0,2,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,92,1,0,0,1,0,2,3,0,0,0,0,4,2,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,398,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,95,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,1,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",1,0,0,0,0,2,0,8,1,0,0,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,1,0,5,0,2,0,0,1,3,0,0,1,0,0,400,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,1,0,0,0,0,102,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,376,0,0,0,0,2,0,2,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,211,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,2,1,0,1,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,0,0,4,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,112,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,1,0,0,1,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,81,4,0,0,1,0,0,1,0,0,0,0,8,1,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,1,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,0,104,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,407,0,0,0,0,1,0,0,0,0,0,0,0,0,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,95,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,0,0,0,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,104,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,381,0,1,0,0,1,0,0,0,0,0,0,0,0,0,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
