"","Aeschynomene baumii-type","Alangium chinense","Albizia-type","Alchornea","Alstonia-type boonei","Annona senegalensis-type","Anogeissus-type leiocarpus","Anopyxis klaineana","Anthocleista","Antidesma-type venosum","Aphania-type senegalensis","Apodytes dimidiata","Bersama abyssinica-type","Blighia sapida-type","Bridelia ferruginea-type","Brucea antidysenterica-type","Campylospermum","Carapa-type procera","Ceiba pentandra","Celtis","Clausena anisata","Combretum-type molle","Commiphora africana-type","Cordia platythyrsa-type","Cupressaceae undiff.","Cussonia arborea-type","Diospyros","Dodonaea viscosa-type","Dombeya-type","Dracaena","Ekebergia-type","Ericaceae undiff.","Erythrococca-type","Eucalyptus-type","Ficus","Flacourtia","Flueggea virosa-type","Ganophyllum-type giganteum","Garcinia livingstonei-type","Gnidia-type glauca","Harungana madagascariensis-type","Holoptelea grandis","Hylodendron gabunense","Hymenocardia","Hymenodictyon-type floribundum","Ilex mitis","Isoberlinia-type","Ixora-type brachypoda","Justicia-type odora","Lannea-type","Lophira","Macaranga-type","Maerua-type","Maesa lanceolata-type","Mallotus-type oppositifolius","Mansonia altissima-type","Margaritaria discoidea","Milicia-type excelsa","Morelia senegalensis","Myrianthus-type arboreus","Myrica","Myrsine africana","Myrtaceae undiff.","Nauclea-type latifolia","Nuxia-type congesta","Olea capensis-type","Ozoroa-type insignis","Pappea capensis","Parinari-type","Pausinystalia-type macroceras","Pavetta gardeniifolia-type","Plagiostyles-type africana","Podocarpus-type milanjianus","Polyscias fulva-type","Protea-type","Prunus africana-type","Pycnanthus angolensis-type","Rapanea melanophloeos-type","Rauvolfia","Santiria-type trimera","Schefflera","Shirakia-type elliptica","Sorindeia-type juglandifolia","Syzygium-type guineense","Syzygium-type staudtii","Tetrorchidium","Trema-type orientalis","Trilepisium-type madagascariensis","Triplochiton scleroxylon-type","Uapaca","Uapaca guineensis-type","Vangueria-type madagascariensis","Vepris-type","Xylia-type","Zanha golungensis-type","Zanthoxylum-type gilletii","Acacia ehrenbergiana-type","Acacia kamerunensis-type            ","Acridocarpus","Allophylus","Asparagus","Celastraceae undiff.","Celastraceae/Hippocrateaceae undiff.","Clematis-type","Combretaceae undiff.","Embelia-type","Entada-type","Grewia-type","Keetia-type gueinzii","Lantana-type viburnoides","Macrosphyra-type","Pavetta","Psydrax-type schimperiana","Rhamnaceae undiff.","Rubus pinnatus-type","Sapotaceae undiff.","Schefflera-1","Zanthoxylum-type","Tapinanthus-type","Elaeis guineensis","Phoenix reclinata-type","Flabellaria-type paniculata","Sericostachys-type scandens","Uncaria-type africana","Abutilon","Acalypha","Acanthaceae undiff.","Acanthus-type","Anthospermum asperuloides-type","Apiaceae undiff.","Apocynaceae undiff.","Artemisia","Asteraceae undiff.","Brassicaceae undiff.","Cassia-type","Chenopodiaceae undiff.","Cichorieae undiff.","Combretaceae/Melastomataceae undiff.","Croton-type","Dyschoriste-type","Erythrina","Euphorbiaceae undiff.","Euphorbia-type","Fabaceae undiff.","Gentianaceae undiff.","Hypericum","Isoglossa","Lamiaceae undiff.","Lythraceae undiff.","Melastomataceae undiff.","Mimulopsis-type","Monocotyledoneae undiff.","Moraceae undiff.","Phyllanthus-type","Rubiaceae undiff.","Rumex","Senecio-type","Sida","Solanaceae undiff.","Steganotaenia-type araliacea","Tiliaceae undiff.","Undetermined","Urticaceae undiff.","Vernonieae undiff.","Achyranthes-type aspera","Aerva-type lanata","Alchemilla","Anagallis","Asystasia gangetica-type","Basilicum-type polystachyon","Brachystephanus","Campanula-type","Carduus-type","Celosia-type trigyna","Cerastium-type","Commelina-type benghalensis","Commelina-type forskalaei","Crassocephalum-type montuosum","Cyathula-type","Dipsaceae undiff.","Galium-type","Guizotia-type","Heterotis-type canescens","Hygrophila","Hypoestes-type aristata","Impatiens","Justicia anselliana-type","Justicia striata-type","Justicia-type flava","Kalanchoe","Kniphofia-type reflexa","Laportea-type aestuans","Lepidagathis","Lobelia","Lysimachia","Micrococca-type mercurialis","Plantago lanceolata-type","Poaceae undiff.","Primulaceae undiff.","Ranunculus-type","Sebaea brachyphylla-type","Silene-type","Spermacoce-type","Stipularia-type africana","Swertia-type abyssinica","Trifolium-type","Sinarundinaria alpina","Begonia","Cissus quadrangularis-type","Cucurbitaceae undiff.","Cyphostemma-type cyphopetalum","Stephania-type abyssinica","Vigna-type","Ascolepis","Crinum natans-type","Cyperaceae undiff.","Drosera","Eriocaulaceae undiff.","Hydrocotyle","Laurembergia tetrandra","Limnophyton-type obtusifolium","Nymphaea lotus-type","Onagraceae undiff.","Polygonum senegalense-type","Potamogeton thunbergii-type","Typha","Xyris","Cyathea camerouniana-type","Cyathea manniana-type","Lycopodiaceae undiff.","Monoletes undiff.","Monoletes undiff.-1","Osmunda regalis","Pteridium-type aquilinum","Pteris-type dentata","Pteris-type pteridioides","Triletes undiff."
"44",0,0,0,29,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,2,0,0,2,2,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,38,0,0,3,1,1,0,0,1,1,0,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,113,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,4,0,0,0,2,0,0,0,0,8,0,5,1,139,45,0,1,0,2,0
"45",0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,42,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,1,0,4,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,16,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,174,0,1,0,0,0,6,0,0,0,0,4,0,1,0,108,35,0,5,0,0,0
"46",0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,1,0,33,0,0,2,0,1,0,0,0,0,0,2,0,6,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,234,0,5,0,4,0,0,0,0,0,0,5,0,6,0,96,30,0,2,0,1,0
"47",0,0,0,13,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,1,0,0,0,0,2,0,0,0,0,0,49,0,0,0,0,3,0,26,2,0,1,4,3,0,0,0,0,0,5,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,21,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,166,0,2,1,0,0,7,0,0,0,0,9,0,6,0,60,17,2,1,0,1,0
"48",0,0,0,20,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,2,2,0,1,3,0,2,0,0,1,1,0,3,0,0,0,0,1,64,0,0,0,0,2,0,46,2,0,0,0,2,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,218,0,7,0,2,0,11,1,0,0,0,7,0,1,0,92,28,0,0,0,1,0
"49",0,0,0,18,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,3,0,4,1,0,0,0,0,3,0,0,0,0,1,41,0,0,0,0,0,0,20,0,0,1,2,1,0,0,6,0,0,3,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,128,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,26,2,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,3,0,3,0,6,0,0,2,0,5,1,1,0,115,16,0,1,0,3,0
"50",0,0,0,27,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,0,35,0,0,3,0,1,0,0,0,0,1,2,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,5,0,4,0,2,0,1,0,2,1,0,5,0,171,33,2,0,1,1,0
"51",0,0,0,19,0,0,0,2,0,3,0,0,0,0,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,4,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0,2,57,0,0,0,0,1,0,39,0,0,2,0,3,0,0,1,1,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,2,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,182,0,4,1,0,0,0,0,0,1,2,4,0,1,0,214,31,2,2,0,2,0
"52",0,0,0,26,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,0,5,1,0,3,0,0,5,2,1,0,2,0,0,0,0,0,0,0,1,0,5,45,0,0,0,0,2,0,37,0,0,3,1,0,0,0,0,2,0,3,0,3,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,2,0,0,1,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,263,0,1,0,0,0,3,0,0,0,0,1,0,3,0,375,34,6,3,0,3,0
"53",0,0,0,18,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,33,1,0,1,1,0,0,0,0,0,0,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,5,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,263,0,5,2,3,0,1,0,0,0,0,1,0,2,0,130,20,1,0,0,0,0
"54",0,0,0,16,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,4,37,0,0,0,0,0,0,44,0,0,0,0,1,0,0,4,0,0,2,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,8,0,0,0,0,1,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,463,0,3,0,7,0,7,0,0,0,0,4,0,3,0,70,13,1,1,0,3,0
"55",0,0,0,36,0,0,0,2,3,6,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,2,1,30,2,0,2,0,2,0,0,0,0,0,0,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,105,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,423,0,1,1,11,0,5,0,0,3,0,3,0,7,2,67,12,0,1,0,1,0
"56",0,0,0,17,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,4,0,2,0,0,0,0,0,1,1,0,0,0,2,41,0,0,0,0,3,0,39,0,0,1,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,72,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,10,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,285,0,2,0,12,0,11,0,0,0,0,6,0,2,0,25,16,4,1,0,0,0
"57",0,0,0,28,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,0,0,0,1,0,0,2,1,2,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,4,6,58,0,0,0,0,0,0,84,1,0,0,0,1,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,7,0,0,2,0,1,0,0,0,0,3,0,4,1,0,0,0,1,5,0,2,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,6,0,0,0,16,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,553,0,0,1,29,0,6,0,0,0,1,2,0,5,0,194,30,9,3,0,2,0
"58",0,0,0,15,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,4,0,1,6,0,4,0,0,0,0,0,2,0,0,0,2,0,51,0,0,0,0,2,0,57,0,0,4,0,2,0,0,0,0,0,6,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,7,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,367,0,4,0,16,0,13,0,0,1,0,6,0,2,2,50,21,1,1,0,0,0
"59",0,0,0,20,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,10,52,0,0,0,0,0,0,48,0,0,1,0,1,0,0,2,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,76,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,1,0,0,10,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,379,0,6,1,27,0,8,1,1,0,0,12,0,1,1,58,13,1,1,0,1,0
"60",0,1,0,14,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,1,0,68,0,0,0,0,2,0,1,0,0,0,4,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,331,0,6,0,27,0,12,0,0,0,1,13,0,5,0,58,34,0,0,0,0,0
"61",0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,2,0,3,6,0,1,0,0,0,0,0,0,1,0,0,0,3,59,0,0,0,0,0,0,62,1,0,2,0,1,0,0,1,1,0,4,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,4,1,4,0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,357,0,3,0,14,0,6,0,0,0,0,8,0,3,1,63,23,0,2,0,0,0
"62",1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,81,0,0,1,2,2,0,0,0,2,0,3,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,5,1,3,0,0,0,2,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,24,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,269,0,2,0,4,0,13,0,0,0,0,0,0,7,1,133,35,5,6,0,4,0
"63",0,0,0,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,2,6,0,2,3,0,2,6,0,0,0,0,2,1,0,0,1,4,41,0,0,0,0,0,0,79,0,0,0,0,3,0,0,0,0,0,4,0,7,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,82,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,0,18,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,228,0,3,0,1,0,5,1,0,2,0,5,0,6,0,107,26,1,2,0,1,0
"64",0,0,0,23,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,1,2,0,0,1,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,79,0,0,2,0,2,0,0,1,0,0,17,3,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,87,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,18,0,0,0,0,0,0,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,254,0,0,2,1,0,5,0,0,0,4,2,0,5,0,109,32,4,1,0,5,0
"65",0,0,0,28,0,0,0,2,0,2,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,0,2,3,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,1,0,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,2,1,0,0,15,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,238,0,9,0,3,0,1,0,0,1,2,4,0,8,0,84,42,1,1,0,4,0
"66",0,0,0,21,0,0,0,3,2,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,4,2,0,2,5,0,4,6,0,4,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,47,0,0,1,0,2,0,0,2,0,0,11,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,1,4,0,0,0,13,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,326,0,1,0,0,0,3,0,0,1,0,6,0,5,2,198,34,10,2,0,1,0
"67",0,0,0,28,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0,0,0,47,0,0,2,0,6,0,0,7,0,0,5,3,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,6,1,0,0,19,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,1,0,0,0,0,0,0,0,0,0,0,2,3,99,33,3,2,0,0,0
